airport_code,ScheduledTimeUTC,FlightNumber,AirlineID,DepartureTimeUTC,ArrivalTimeUTC,FlightStatus,Equipment,DepartureDelay,ArrivalDelay
MCO,2024-06-22 03:10:00+00:00,57,4Y,2024-06-22 03:10:00+00:00,2024-06-22 12:30:00+00:00,LD,333,0.0,560.0
MUC,2024-06-21 19:35:00+00:00,2420,LH,2024-06-21 19:35:00+00:00,2024-06-21 21:45:00+00:00,LD,321,0.0,130.0
NBO,2024-06-21 21:45:00+00:00,430,SV,2024-06-21 21:45:00+00:00,2024-06-22 01:35:00+00:00,,330,0.0,230.0
NDR,2024-06-22 01:00:00+00:00,385,EW,2024-06-22 01:00:00+00:00,2024-06-22 04:00:00+00:00,LD,73H,0.0,180.0
NUE,2024-06-21 22:20:00+00:00,169,XQ,2024-06-21 22:20:00+00:00,2024-06-22 01:30:00+00:00,LD,320,0.0,190.0
NUE,2024-06-21 22:30:00+00:00,939,XQ,2024-06-21 22:30:00+00:00,2024-06-22 01:15:00+00:00,LD,73H,0.0,165.0
NUE,2024-06-22 00:50:00+00:00,167,XQ,2024-06-22 00:50:00+00:00,2024-06-22 04:00:00+00:00,LD,7M8,0.0,190.0
NUE,2024-06-22 01:15:00+00:00,165,XQ,2024-06-22 01:15:00+00:00,2024-06-22 04:25:00+00:00,LD,73H,0.0,190.0
NUE,2024-06-22 01:50:00+00:00,6815,EW,2024-06-22 01:50:00+00:00,2024-06-22 04:00:00+00:00,LD,32A,0.0,130.0
PAD,2024-06-21 23:55:00+00:00,367,XQ,2024-06-21 23:55:00+00:00,2024-06-22 03:25:00+00:00,LD,7M8,0.0,210.0
PAD,2024-06-22 01:15:00+00:00,369,XQ,2024-06-22 01:15:00+00:00,2024-06-22 04:45:00+00:00,LD,73H,0.0,210.0
PEK,2024-06-21 18:20:00+00:00,961,CA,2024-06-21 18:20:00+00:00,2024-06-22 04:20:00+00:00,LD,773,0.0,600.0
PEK,2024-06-21 18:30:00+00:00,965,CA,2024-06-21 18:30:00+00:00,2024-06-22 04:50:00+00:00,LD,773,0.0,620.0
PEK,2024-06-21 18:50:00+00:00,841,CA,2024-06-21 18:50:00+00:00,2024-06-22 04:50:00+00:00,LD,359,0.0,600.0
PMI,2024-06-21 19:25:00+00:00,3591,EW,2024-06-21 19:25:00+00:00,2024-06-21 22:05:00+00:00,LD,320,0.0,160.0
PMI,2024-06-21 21:05:00+00:00,6814,EW,2024-06-21 21:05:00+00:00,2024-06-21 23:20:00+00:00,LD,32A,0.0,135.0
PMI,2024-06-21 21:25:00+00:00,6862,EW,2024-06-21 21:25:00+00:00,2024-06-21 23:55:00+00:00,CD,320,0.0,150.0
PRN,2024-06-22 00:05:00+00:00,643,XQ,2024-06-22 00:05:00+00:00,2024-06-22 01:55:00+00:00,LD,73H,0.0,110.0
RUH,2024-06-21 22:55:00+00:00,637,LH,2024-06-21 22:55:00+00:00,2024-06-22 05:20:00+00:00,LD,333,0.0,385.0
RUH,2024-06-21 23:30:00+00:00,23,SV,2024-06-21 23:30:00+00:00,2024-06-22 13:00:00+00:00,,777,0.0,810.0
RUH,2024-06-21 23:30:00+00:00,1057,SV,2024-06-21 23:30:00+00:00,2024-06-22 01:20:00+00:00,,321,0.0,110.0
RUH,2024-06-22 00:05:00+00:00,1099,SV,2024-06-22 00:05:00+00:00,2024-06-22 01:55:00+00:00,,320,0.0,110.0
RUH,2024-06-22 01:00:00+00:00,1015,SV,2024-06-22 01:00:00+00:00,2024-06-22 02:50:00+00:00,,330,0.0,110.0
SAP,2024-06-22 09:40:00+00:00,664,AV,2024-06-22 09:40:00+00:00,2024-06-22 14:00:00+00:00,,320,0.0,260.0
FMO,2024-06-21 22:10:00+00:00,251,XQ,2024-06-21 22:10:00+00:00,2024-06-22 01:45:00+00:00,LD,73H,0.0,215.0
FMO,2024-06-21 23:50:00+00:00,255,XQ,2024-06-21 23:50:00+00:00,2024-06-22 03:25:00+00:00,LD,73H,0.0,215.0
FMO,2024-06-22 01:40:00+00:00,257,XQ,2024-06-22 01:40:00+00:00,2024-06-22 05:15:00+00:00,LD,73H,0.0,215.0
GZT,2024-06-21 12:00:00+00:00,7647,XQ,2024-06-21 12:00:00+00:00,2024-06-21 13:30:00+00:00,LD,73H,0.0,90.0
GZT,2024-06-22 00:20:00+00:00,748,XQ,2024-06-22 00:20:00+00:00,2024-06-22 04:40:00+00:00,LD,73H,0.0,260.0
HAJ,2024-06-21 22:10:00+00:00,975,XQ,2024-06-21 22:10:00+00:00,2024-06-22 01:15:00+00:00,LD,73H,0.0,185.0
HAJ,2024-06-21 22:50:00+00:00,237,XQ,2024-06-21 22:50:00+00:00,2024-06-22 02:20:00+00:00,LD,320,0.0,210.0
HAJ,2024-06-21 23:40:00+00:00,235,XQ,2024-06-21 23:40:00+00:00,2024-06-22 03:10:00+00:00,LD,73H,0.0,210.0
HAJ,2024-06-22 01:35:00+00:00,231,XQ,2024-06-22 01:35:00+00:00,2024-06-22 05:05:00+00:00,LD,7M8,0.0,210.0
HAJ,2024-06-22 01:40:00+00:00,233,XQ,2024-06-22 01:40:00+00:00,2024-06-22 05:10:00+00:00,LD,73H,0.0,210.0
HEL,2024-06-21 21:05:00+00:00,321,AY,2024-06-21 21:05:00+00:00,2024-06-21 22:05:00+00:00,,AT7,0.0,60.0
HEL,2024-06-21 21:20:00+00:00,1035,AY,2024-06-21 21:20:00+00:00,2024-06-21 21:55:00+00:00,,AT7,0.0,35.0
HEL,2024-06-21 21:25:00+00:00,131,AY,2024-06-21 21:25:00+00:00,2024-06-22 10:35:00+00:00,,359,0.0,790.0
HEL,2024-06-21 21:35:00+00:00,99,AY,2024-06-21 21:35:00+00:00,2024-06-22 09:45:00+00:00,,359,0.0,730.0
HKG,2024-06-21 18:00:00+00:00,844,CX,2024-06-21 18:00:00+00:00,2024-06-22 10:00:00+00:00,,351,0.0,960.0
HYD,2024-06-21 20:55:00+00:00,753,SV,2024-06-21 20:55:00+00:00,2024-06-22 02:50:00+00:00,,333,0.0,355.0
HYD,2024-06-21 21:40:00+00:00,753,LH,2024-06-21 21:40:00+00:00,2024-06-22 06:50:00+00:00,LD,78S,0.0,550.0
IKA,2024-06-21 23:10:00+00:00,872,OS,2024-06-21 23:10:00+00:00,2024-06-22 03:55:00+00:00,LD,32N,0.0,285.0
ISB,2024-06-21 22:00:00+00:00,727,SV,2024-06-21 22:00:00+00:00,2024-06-22 03:10:00+00:00,,777,0.0,310.0
IST,2024-06-21 23:45:00+00:00,268,SV,2024-06-21 23:45:00+00:00,2024-06-22 03:45:00+00:00,,320,0.0,240.0
JED,2024-06-21 21:15:00+00:00,309,SV,2024-06-21 21:15:00+00:00,2024-06-21 23:30:00+00:00,,330,0.0,135.0
JED,2024-06-21 21:30:00+00:00,590,SV,2024-06-21 21:30:00+00:00,2024-06-22 00:35:00+00:00,,321,0.0,185.0
JED,2024-06-21 22:00:00+00:00,1056,SV,2024-06-21 22:00:00+00:00,2024-06-21 23:50:00+00:00,,777,0.0,110.0
JED,2024-06-21 22:00:00+00:00,1128,SV,2024-06-21 22:00:00+00:00,2024-06-22 00:10:00+00:00,,320,0.0,130.0
JED,2024-06-21 22:05:00+00:00,627,SV,2024-06-21 22:05:00+00:00,2024-06-22 00:10:00+00:00,,330,0.0,125.0
JED,2024-06-21 22:40:00+00:00,421,SV,2024-06-21 22:40:00+00:00,2024-06-22 01:10:00+00:00,,333,0.0,150.0
JED,2024-06-21 22:50:00+00:00,818,SV,2024-06-21 22:50:00+00:00,2024-06-22 09:00:00+00:00,,773,0.0,610.0
JED,2024-06-21 22:55:00+00:00,834,SV,2024-06-21 22:55:00+00:00,2024-06-22 07:55:00+00:00,,787,0.0,540.0
JED,2024-06-21 23:05:00+00:00,1547,SV,2024-06-21 23:05:00+00:00,2024-06-22 00:40:00+00:00,,321,0.0,95.0
JED,2024-06-21 23:10:00+00:00,1420,SV,2024-06-21 23:10:00+00:00,2024-06-22 00:15:00+00:00,,321,0.0,65.0
JED,2024-06-21 23:20:00+00:00,1254,SV,2024-06-21 23:20:00+00:00,2024-06-22 00:50:00+00:00,,320,0.0,90.0
JED,2024-06-21 23:20:00+00:00,1781,SV,2024-06-21 23:20:00+00:00,2024-06-22 01:00:00+00:00,,320,0.0,100.0
JED,2024-06-21 23:30:00+00:00,383,SV,2024-06-21 23:30:00+00:00,2024-06-22 01:45:00+00:00,,330,0.0,135.0
JED,2024-06-21 23:40:00+00:00,1642,SV,2024-06-21 23:40:00+00:00,2024-06-22 01:05:00+00:00,,320,0.0,85.0
JED,2024-06-22 00:05:00+00:00,1130,SV,2024-06-22 00:05:00+00:00,2024-06-22 02:15:00+00:00,,320,0.0,130.0
JED,2024-06-22 00:15:00+00:00,5632,SV,2024-06-22 00:15:00+00:00,2024-06-22 09:45:00+00:00,,AB6,0.0,570.0
JED,2024-06-22 00:30:00+00:00,3445,SV,2024-06-22 00:30:00+00:00,2024-06-22 03:15:00+00:00,,777,0.0,165.0
JED,2024-06-22 00:30:00+00:00,5148,SV,2024-06-22 00:30:00+00:00,2024-06-22 09:55:00+00:00,,74E,0.0,565.0
JED,2024-06-22 00:30:00+00:00,8020,SV,2024-06-22 00:30:00+00:00,2024-06-22 02:20:00+00:00,,320,0.0,110.0
JED,2024-06-22 00:45:00+00:00,1422,SV,2024-06-22 00:45:00+00:00,2024-06-22 01:50:00+00:00,,330,0.0,65.0
JFK,2024-06-22 01:45:00+00:00,88,OS,2024-06-22 01:45:00+00:00,2024-06-22 09:55:00+00:00,LD,789,0.0,490.0
JFK,2024-06-22 04:20:00+00:00,12,TK,2024-06-22 04:20:00+00:00,2024-06-22 14:15:00+00:00,,77W,0.0,595.0
JFK,2024-06-22 05:10:00+00:00,145,AV,2024-06-22 05:10:00+00:00,2024-06-22 10:40:00+00:00,,320,0.0,330.0
JFK,2024-06-22 05:20:00+00:00,706,QR,2024-06-22 05:20:00+00:00,2024-06-22 17:40:00+00:00,LD,359,0.0,740.0
JFK,2024-06-22 05:40:00+00:00,3,JL,2024-06-22 05:40:00+00:00,2024-06-22 19:45:00+00:00,,77W,0.0,845.0
JFK,2024-06-22 05:55:00+00:00,843,CX,2024-06-22 05:55:00+00:00,2024-06-22 21:35:00+00:00,,359,0.0,940.0
JFK,2024-06-22 06:00:00+00:00,7393,AV,2024-06-22 06:00:00+00:00,2024-06-22 12:40:00+00:00,,320,0.0,400.0
JFK,2024-06-22 06:30:00+00:00,982,CA,2024-06-22 06:30:00+00:00,2024-06-22 23:15:00+00:00,,747,0.0,1005.0
JFK,2024-06-22 06:55:00+00:00,567,AV,2024-06-22 06:55:00+00:00,2024-06-22 11:45:00+00:00,,320,0.0,290.0
JFK,2024-06-22 07:30:00+00:00,571,AV,2024-06-22 07:30:00+00:00,2024-06-22 12:20:00+00:00,,320,0.0,290.0
JFK,2024-06-22 08:00:00+00:00,653,AV,2024-06-22 08:00:00+00:00,2024-06-22 12:45:00+00:00,,320,0.0,285.0
KEF,2024-06-21 00:10:00+00:00,328,OS,2024-06-21 00:10:00+00:00,2024-06-21 04:15:00+00:00,LD,32N,0.0,245.0
KEF,2024-06-22 00:10:00+00:00,328,OS,2024-06-22 00:10:00+00:00,2024-06-22 04:15:00+00:00,LD,320,0.0,245.0
KEF,2024-06-22 00:25:00+00:00,869,LH,2024-06-22 00:25:00+00:00,2024-06-22 03:55:00+00:00,LD,32Q,0.0,210.0
KEF,2024-06-22 00:40:00+00:00,9281,EW,2024-06-22 00:40:00+00:00,2024-06-22 04:05:00+00:00,LD,223,0.0,205.0
SCN,2024-06-09 09:10:00+00:00,127,XQ,2024-06-09 09:10:00+00:00,2024-06-09 12:35:00+00:00,LD,73H,0.0,205.0
SCN,2024-06-09 09:30:00+00:00,6819,EW,2024-06-09 09:30:00+00:00,2024-06-09 11:25:00+00:00,LD,32N,0.0,115.0
SIN,2024-06-09 03:15:00+00:00,326,SQ,2024-06-09 03:15:00+00:00,2024-06-09 16:00:00+00:00,LD,388,0.0,765.0
SJJ,2024-06-09 06:35:00+00:00,493,EW,2024-06-09 06:35:00+00:00,2024-06-09 08:35:00+00:00,LD,73H,0.0,120.0
SJJ,2024-06-09 07:30:00+00:00,1451,LX,2024-06-09 07:30:00+00:00,2024-06-09 09:15:00+00:00,LD,E90,0.0,105.0
SKG,2024-06-09 05:10:00+00:00,500,A3,2024-06-09 05:10:00+00:00,2024-06-09 07:20:00+00:00,LD,320,0.0,130.0
SKG,2024-06-09 05:10:00+00:00,530,A3,2024-06-09 05:10:00+00:00,2024-06-09 08:00:00+00:00,LD,320,0.0,170.0
SKG,2024-06-09 07:45:00+00:00,2683,EW,2024-06-09 07:45:00+00:00,2024-06-09 10:10:00+00:00,LD,320,0.0,145.0
SKG,2024-06-09 08:20:00+00:00,9655,EW,2024-06-09 08:20:00+00:00,2024-06-09 11:10:00+00:00,LD,21N,0.0,170.0
SMI,2024-06-09 08:25:00+00:00,1757,DE,2024-06-09 08:25:00+00:00,2024-06-09 11:50:00+00:00,LD,320,0.0,205.0
SOF,2024-06-09 05:00:00+00:00,800,OS,2024-06-09 05:00:00+00:00,2024-06-09 06:35:00+00:00,LD,E95,0.0,95.0
SOF,2024-06-09 09:00:00+00:00,1457,LH,2024-06-09 09:00:00+00:00,2024-06-09 11:30:00+00:00,LD,32N,0.0,150.0
SPU,2024-06-09 05:55:00+00:00,2965,EW,2024-06-09 05:55:00+00:00,2024-06-09 07:35:00+00:00,LD,31D,0.0,100.0
SPU,2024-06-09 06:00:00+00:00,4438,OU,2024-06-09 06:00:00+00:00,2024-06-09 07:35:00+00:00,LD,DH4,0.0,95.0
SPU,2024-06-09 06:45:00+00:00,9961,EW,2024-06-09 06:45:00+00:00,2024-06-09 08:45:00+00:00,LD,320,0.0,120.0
SPU,2024-06-09 07:15:00+00:00,1719,DE,2024-06-09 07:15:00+00:00,2024-06-09 09:05:00+00:00,LD,32N,0.0,110.0
SPU,2024-06-09 08:05:00+00:00,1842,AY,2024-06-09 08:05:00+00:00,2024-06-09 10:55:00+00:00,,320,0.0,170.0
STR,2024-06-09 06:05:00+00:00,1591,XQ,2024-06-09 06:05:00+00:00,2024-06-09 09:55:00+00:00,LD,73H,0.0,230.0
STR,2024-06-09 06:15:00+00:00,131,LH,2024-06-09 06:15:00+00:00,2024-06-09 07:05:00+00:00,LD,CR9,0.0,50.0
STR,2024-06-09 06:30:00+00:00,2594,EW,2024-06-09 06:30:00+00:00,2024-06-09 08:40:00+00:00,LD,320,0.0,130.0
STR,2024-06-09 07:30:00+00:00,347,JU,2024-06-09 07:30:00+00:00,2024-06-09 09:10:00+00:00,DP,E90,0.0,100.0
STR,2024-06-09 07:45:00+00:00,2145,LH,2024-06-09 07:45:00+00:00,2024-06-09 08:30:00+00:00,LD,CR9,0.0,45.0
STR,2024-06-09 08:10:00+00:00,2966,EW,2024-06-09 08:10:00+00:00,2024-06-09 09:30:00+00:00,LD,31D,0.0,80.0
STR,2024-06-09 08:10:00+00:00,658,SK,2024-06-09 08:10:00+00:00,2024-06-09 09:40:00+00:00,DP,CRJ,0.0,90.0
STR,2024-06-09 08:45:00+00:00,133,LH,2024-06-09 08:45:00+00:00,2024-06-09 09:35:00+00:00,LD,CRK,0.0,50.0
STR,2024-06-09 09:05:00+00:00,2976,EW,2024-06-09 09:05:00+00:00,2024-06-09 10:20:00+00:00,LD,31D,0.0,75.0
STR,2024-06-09 09:05:00+00:00,1165,LX,2024-06-09 09:05:00+00:00,2024-06-09 09:50:00+00:00,LD,223,0.0,45.0
STR,2024-06-09 09:15:00+00:00,4607,EW,2024-06-09 09:15:00+00:00,2024-06-09 11:30:00+00:00,LD,32A,0.0,135.0
STR,2024-06-09 09:20:00+00:00,2144,EW,2024-06-09 09:20:00+00:00,2024-06-09 10:30:00+00:00,LD,320,0.0,70.0
STR,2024-06-09 09:30:00+00:00,2962,EW,2024-06-09 09:30:00+00:00,2024-06-09 10:40:00+00:00,LD,31D,0.0,70.0
STR,2024-06-09 09:50:00+00:00,2592,EW,2024-06-09 09:50:00+00:00,2024-06-09 11:50:00+00:00,LD,31D,0.0,120.0
SUB,2024-06-09 04:30:00+00:00,5163,SV,2024-06-09 04:30:00+00:00,2024-06-09 07:40:00+00:00,,AB6,0.0,190.0
SUF,2024-06-09 07:20:00+00:00,3851,EW,2024-06-09 07:20:00+00:00,2024-06-09 09:55:00+00:00,LD,32A,0.0,155.0
SUF,2024-06-09 07:45:00+00:00,9853,EW,2024-06-09 07:45:00+00:00,2024-06-09 10:20:00+00:00,LD,31D,0.0,155.0
SUF,2024-06-09 09:20:00+00:00,1903,LH,2024-06-09 09:20:00+00:00,2024-06-09 11:15:00+00:00,LD,319,0.0,115.0
SYD,2024-06-08 23:10:00+00:00,3,QF,2024-06-08 23:10:00+00:00,2024-06-09 02:05:00+00:00,LD,789,0.0,175.0
SZG,2024-06-09 08:40:00+00:00,1103,LH,2024-06-09 08:40:00+00:00,2024-06-09 09:45:00+00:00,LD,CR9,0.0,65.0
SZG,2024-06-09 09:05:00+00:00,4336,EW,2024-06-09 09:05:00+00:00,2024-06-09 10:20:00+00:00,LD,320,0.0,75.0
TET,2024-06-09 06:25:00+00:00,131,TM,2024-06-09 06:25:00+00:00,2024-06-09 08:10:00+00:00,,ER4,0.0,105.0
TET,2024-06-09 08:50:00+00:00,352,TM,2024-06-09 08:50:00+00:00,2024-06-09 10:05:00+00:00,,CRJ,0.0,75.0
TFS,2024-06-09 09:40:00+00:00,215,WK,2024-06-09 09:40:00+00:00,2024-06-09 13:45:00+00:00,LD,320,0.0,245.0
TIA,2024-06-09 06:50:00+00:00,829,XQ,2024-06-09 06:50:00+00:00,2024-06-09 08:30:00+00:00,LD,73H,0.0,100.0
TIA,2024-06-09 07:10:00+00:00,9917,EW,2024-06-09 07:10:00+00:00,2024-06-09 09:35:00+00:00,LD,31D,0.0,145.0
TIA,2024-06-09 07:35:00+00:00,1443,LX,2024-06-09 07:35:00+00:00,2024-06-09 09:40:00+00:00,LD,E90,0.0,125.0
TIV,2024-06-09 06:50:00+00:00,2493,EW,2024-06-09 06:50:00+00:00,2024-06-09 08:40:00+00:00,LD,32A,0.0,110.0
TIV,2024-06-09 07:20:00+00:00,9919,EW,2024-06-09 07:20:00+00:00,2024-06-09 09:35:00+00:00,LD,32A,0.0,135.0
TIV,2024-06-09 08:45:00+00:00,726,OS,2024-06-09 08:45:00+00:00,2024-06-09 10:05:00+00:00,LD,E95,0.0,80.0
TLL,2024-06-09 06:55:00+00:00,1014,AY,2024-06-09 06:55:00+00:00,2024-06-09 07:25:00+00:00,,AT7,0.0,30.0
TLL,2024-06-09 08:45:00+00:00,1016,AY,2024-06-09 08:45:00+00:00,2024-06-09 09:15:00+00:00,,AT7,0.0,30.0
TLS,2024-06-09 08:05:00+00:00,1095,LH,2024-06-09 08:05:00+00:00,2024-06-09 09:55:00+00:00,LD,CR9,0.0,110.0
TLV,2024-06-09 05:00:00+00:00,221,LY,2024-06-09 05:00:00+00:00,2024-06-09 10:00:00+00:00,,738,0.0,300.0
TLV,2024-06-09 07:00:00+00:00,323,LY,2024-06-09 07:00:00+00:00,2024-06-09 11:50:00+00:00,,789,0.0,290.0
TRD,2024-06-09 08:00:00+00:00,948,AY,2024-06-09 08:00:00+00:00,2024-06-09 10:05:00+00:00,,AT7,0.0,125.0
TRN,2024-06-09 08:00:00+00:00,8251,EN,2024-06-09 08:00:00+00:00,2024-06-09 09:10:00+00:00,LD,E95,0.0,70.0
TRS,2024-06-09 06:50:00+00:00,3615,DE,2024-06-09 06:50:00+00:00,2024-06-09 08:35:00+00:00,LD,320,0.0,105.0
TUN,2024-06-09 10:40:00+00:00,366,SV,2024-06-09 10:40:00+00:00,2024-06-09 15:10:00+00:00,,333,0.0,270.0
TUN,2024-06-09 10:55:00+00:00,1323,LH,2024-06-09 10:55:00+00:00,2024-06-09 13:25:00+00:00,LD,32M,0.0,150.0
VAN,2024-06-09 08:00:00+00:00,7615,XQ,2024-06-09 08:00:00+00:00,2024-06-09 10:10:00+00:00,LD,7M8,0.0,130.0
VCE,2024-06-09 07:50:00+00:00,1782,AY,2024-06-09 07:50:00+00:00,2024-06-09 10:40:00+00:00,,E90,0.0,170.0
VCE,2024-06-09 08:00:00+00:00,8201,EN,2024-06-09 08:00:00+00:00,2024-06-09 09:05:00+00:00,LD,E95,0.0,65.0
VCE,2024-06-09 08:45:00+00:00,1661,LX,2024-06-09 08:45:00+00:00,2024-06-09 10:00:00+00:00,LD,223,0.0,75.0
VCE,2024-06-09 08:55:00+00:00,325,LH,2024-06-09 08:55:00+00:00,2024-06-09 10:20:00+00:00,LD,321,0.0,85.0
VCE,2024-06-09 08:55:00+00:00,522,OS,2024-06-09 08:55:00+00:00,2024-06-09 10:00:00+00:00,LD,E95,0.0,65.0
VCE,2024-06-09 10:00:00+00:00,3202,SN,2024-06-09 10:00:00+00:00,2024-06-09 11:45:00+00:00,LD,319,0.0,105.0
VIE,2024-06-09 00:20:00+00:00,765,XQ,2024-06-09 00:20:00+00:00,2024-06-09 02:50:00+00:00,LD,73H,0.0,150.0
VIE,2024-06-09 05:50:00+00:00,453,OS,2024-06-09 05:50:00+00:00,2024-06-09 08:20:00+00:00,LD,32N,0.0,150.0
VIE,2024-06-09 06:05:00+00:00,441,OS,2024-06-09 06:05:00+00:00,2024-06-09 08:45:00+00:00,LD,320,0.0,160.0
VIE,2024-06-09 06:05:00+00:00,511,OS,2024-06-09 06:05:00+00:00,2024-06-09 07:30:00+00:00,LD,E95,0.0,85.0
VIE,2024-06-09 06:05:00+00:00,1890,TK,2024-06-09 06:05:00+00:00,2024-06-09 08:25:00+00:00,DP,32B,0.0,140.0
VIE,2024-06-09 06:25:00+00:00,291,OS,2024-06-09 06:25:00+00:00,2024-06-09 07:50:00+00:00,LD,E95,0.0,85.0
VIE,2024-06-09 06:25:00+00:00,551,OS,2024-06-09 06:25:00+00:00,2024-06-09 07:45:00+00:00,LD,320,0.0,80.0
VIE,2024-06-09 06:35:00+00:00,547,OS,2024-06-09 06:35:00+00:00,2024-06-09 07:50:00+00:00,LD,E95,0.0,75.0
VIE,2024-06-09 06:45:00+00:00,725,OS,2024-06-09 06:45:00+00:00,2024-06-09 08:00:00+00:00,LD,E95,0.0,75.0
VIE,2024-06-09 06:50:00+00:00,205,OS,2024-06-09 06:50:00+00:00,2024-06-09 08:20:00+00:00,LD,320,0.0,90.0
VIE,2024-06-09 06:50:00+00:00,431,OS,2024-06-09 06:50:00+00:00,2024-06-09 09:10:00+00:00,LD,320,0.0,140.0
VIE,2024-06-09 07:00:00+00:00,531,OS,2024-06-09 07:00:00+00:00,2024-06-09 08:20:00+00:00,LD,E95,0.0,80.0
VIE,2024-06-09 07:05:00+00:00,2325,LH,2024-06-09 07:05:00+00:00,2024-06-09 08:05:00+00:00,LD,CR9,0.0,60.0
VIE,2024-06-09 07:10:00+00:00,521,OS,2024-06-09 07:10:00+00:00,2024-06-09 08:15:00+00:00,LD,E95,0.0,65.0
VIE,2024-06-09 07:10:00+00:00,795,OS,2024-06-09 07:10:00+00:00,2024-06-09 08:40:00+00:00,LD,320,0.0,90.0
VIE,2024-06-09 07:15:00+00:00,225,OS,2024-06-09 07:15:00+00:00,2024-06-09 08:25:00+00:00,LD,320,0.0,70.0
VIE,2024-06-09 07:20:00+00:00,735,OS,2024-06-09 07:20:00+00:00,2024-06-09 08:25:00+00:00,LD,E95,0.0,65.0
VIE,2024-06-09 07:25:00+00:00,224,LO,2024-06-09 07:25:00+00:00,2024-06-09 08:40:00+00:00,DP,73H,0.0,75.0
VIE,2024-06-09 07:25:00+00:00,2902,SN,2024-06-09 07:25:00+00:00,2024-06-09 09:05:00+00:00,LD,319,0.0,100.0
VIE,2024-06-09 07:30:00+00:00,385,OS,2024-06-09 07:30:00+00:00,2024-06-09 10:50:00+00:00,LD,320,0.0,200.0
VLC,2024-06-09 07:40:00+00:00,539,EW,2024-06-09 07:40:00+00:00,2024-06-09 10:15:00+00:00,LD,32A,0.0,155.0
VLC,2024-06-09 09:25:00+00:00,3752,SN,2024-06-09 09:25:00+00:00,2024-06-09 11:45:00+00:00,LD,319,0.0,140.0
VLC,2024-06-09 09:35:00+00:00,442,OS,2024-06-09 09:35:00+00:00,2024-06-09 12:10:00+00:00,LD,320,0.0,155.0
VLC,2024-06-09 09:50:00+00:00,1843,LH,2024-06-09 09:50:00+00:00,2024-06-09 12:20:00+00:00,LD,32N,0.0,150.0
VNO,2024-06-09 06:10:00+00:00,342,BT,2024-06-09 06:10:00+00:00,2024-06-09 07:00:00+00:00,,223,0.0,50.0
VNO,2024-06-09 06:55:00+00:00,1102,AY,2024-06-09 06:55:00+00:00,2024-06-09 08:40:00+00:00,,AT7,0.0,105.0
WAW,2024-06-09 06:25:00+00:00,626,OS,2024-06-09 06:25:00+00:00,2024-06-09 07:40:00+00:00,LD,E95,0.0,75.0
WAW,2024-06-09 06:55:00+00:00,1142,AY,2024-06-09 06:55:00+00:00,2024-06-09 08:35:00+00:00,,319,0.0,100.0
WAW,2024-06-09 07:05:00+00:00,1611,LH,2024-06-09 07:05:00+00:00,2024-06-09 08:35:00+00:00,LD,CR9,0.0,90.0
WAW,2024-06-09 07:35:00+00:00,1343,LX,2024-06-09 07:35:00+00:00,2024-06-09 09:35:00+00:00,LD,221,0.0,120.0
WAW,2024-06-09 07:40:00+00:00,1347,LH,2024-06-09 07:40:00+00:00,2024-06-09 09:30:00+00:00,LD,319,0.0,110.0
WDH,2024-06-09 08:30:00+00:00,138,4Y,2024-06-09 08:30:00+00:00,2024-06-09 10:10:00+00:00,CD,333,0.0,100.0
WRO,2024-06-09 06:25:00+00:00,1182,AY,2024-06-09 06:25:00+00:00,2024-06-09 08:25:00+00:00,,E90,0.0,120.0
WRO,2024-06-09 09:00:00+00:00,8767,EN,2024-06-09 09:00:00+00:00,2024-06-09 10:20:00+00:00,LD,E90,0.0,80.0
XRY,2024-06-09 08:30:00+00:00,1253,DE,2024-06-09 08:30:00+00:00,2024-06-09 11:50:00+00:00,LD,32B,0.0,200.0
XRY,2024-06-09 09:30:00+00:00,9571,EW,2024-06-09 09:30:00+00:00,2024-06-09 12:30:00+00:00,LD,21N,0.0,180.0
ZAG,2024-06-09 06:20:00+00:00,450,OU,2024-06-09 06:20:00+00:00,2024-06-09 08:30:00+00:00,LD,319,0.0,130.0
ZAG,2024-06-09 06:45:00+00:00,416,OU,2024-06-09 06:45:00+00:00,2024-06-09 08:20:00+00:00,LD,319,0.0,95.0
ZAG,2024-06-09 09:20:00+00:00,684,OS,2024-06-09 09:20:00+00:00,2024-06-09 10:30:00+00:00,LD,AT7,0.0,70.0
ZRH,2024-06-09 06:05:00+00:00,1678,LX,2024-06-09 06:05:00+00:00,2024-06-09 07:10:00+00:00,LD,295,0.0,65.0
ZRH,2024-06-09 06:15:00+00:00,1183,LH,2024-06-09 06:15:00+00:00,2024-06-09 07:15:00+00:00,CD,E90,0.0,60.0
ZRH,2024-06-09 06:20:00+00:00,733,XQ,2024-06-09 06:20:00+00:00,2024-06-09 09:30:00+00:00,LD,73H,0.0,190.0
ZRH,2024-06-09 06:30:00+00:00,1052,LX,2024-06-09 06:30:00+00:00,2024-06-09 08:00:00+00:00,LD,E90,0.0,90.0
ZRH,2024-06-09 06:35:00+00:00,348,WK,2024-06-09 06:35:00+00:00,2024-06-09 09:30:00+00:00,LD,320,0.0,175.0
ZRH,2024-06-09 06:40:00+00:00,976,LX,2024-06-09 06:40:00+00:00,2024-06-09 08:05:00+00:00,LD,320,0.0,85.0
ZRH,2024-06-09 06:45:00+00:00,1016,LX,2024-06-09 06:45:00+00:00,2024-06-09 08:05:00+00:00,LD,221,0.0,80.0
