CityCode,CountryCode,Latitude,Longitude,cityName
DJA,BJ,,,Djougou
DJB,ID,-0.364444444,103.6430556,Jambi
DJE,TN,33.87555556,10.77722222,Djerba
DJG,DZ,24.29305556,9.451944444,Djanet
DJJ,ID,-1.428055556,140.5113889,Jayapura
DJM,CG,-1.466666667,14.75,Djambala
DJN,US,,,Delta Junction
DJO,CI,6.792777778,-5.526944444,Daloa
DJU,IS,,,Djupivogur
DKI,AU,,,Dunk Island
DKK,US,42.49333333,-78.72805556,Dunkirk
DKR,SN,14.739708,-17.490225,Dakar
DKS,RU,,,Dikson
DKV,AU,,,Docker River
DLA,CM,4.006081,9.719481,Douala
DLB,PG,,,D'Albertis
DLC,CN,38.965556,121.538333,Dalian
DLD,NO,,,Geilo
DLE,FR,47.0425,5.434722222,Dole
DLG,US,59.04444444,-157.4947222,Dillingham
DLH,US,46.84194444,-91.80638889,Duluth/Superior
DLI,VN,11.75,108.3733333,Dalat
DLK,AU,,,Dulkaninna
DLL,US,43.52194444,-88.22916667,Dillon
DLM,TR,36.7125,28.79138889,Dalaman
DLN,US,45.25527778,-111.4475,Dillon
DLO,US,35.74555556,-118.7636111,Dolomi
DLS,US,45.61833333,-120.8327778,The Dalles
DLV,AU,,,Delissaville
DLY,VU,,,Dillons Bay
DLZ,MN,40.27944444,-82.88527778,Dalanzadgad
DMB,KZ,,,Dzhambul
DMD,AU,-16.06,138.8216667,Doomadgee Mission
DMM,SA,26.471111,49.797778,Dammam
DMN,US,32.26222222,-106.2794444,Deming
DMO,US,38.70722222,-92.82416667,Sedalia
DMR,YE,,,Dhamar
DMT,BR,,,Diamantino
DMU,IN,25.88333333,93.77111111,Dimapur
DNB,AU,,,Dunbar
DNC,CI,,,Danane
DND,GB,56.4525,-2.974166667,Dundee
DNF,LY,,,Derna
DNH,CN,,,Dunhuang
DNI,SD,,,Wad Medani
DNK,UA,48.35722222,35.10055556,Dnipropetrovsk
DNM,AU,,,Denham
DNN,US,34.72277778,-83.13,Dalton
DNO,BR,-10.38305556,-45.14944444,Dianopolis
DNP,NP,,,Dang
DNQ,AU,-34.44055556,144.9463889,Deniliquin
DNR,FR,48.5875,-1.920277778,Dinard
DNS,US,41.98638889,-94.61972222,Denison
DNU,PG,,,Dinangat
DNV,US,40.19944444,-86.40472222,Danville
DNX,SD,,,Dinder
DNZ,TR,37.78777778,29.705,Denizli
DOA,MG,,,Doany
DOB,ID,,,Dobo
DOC,GB,,,Dornoch
DOD,TZ,-5.829722222,35.74916667,Dodoma
DOE,SR,,,Djoemoe
DOF,US,,,Dora Bay
DOG,SD,19.1525,30.43,Dongola
DOH,QA,25.261125,51.565056,Doha
DOI,PG,,,Doini
DOK,UA,48.075,37.725556,Donetsk
DOL,FR,49.36333333,0.159722222,Deauville
DOM,DM,15.38611111,-60.59944444,Dominica
DON,GT,,,Dos Lagunas
DOO,PG,,,Dorobisoro
DOP,NP,,,Dolpa
DOR,BF,,,Dori
DOS,PG,,,Dios
DOU,BR,-21.80083333,-53.09194444,Dourados
DOV,US,39.12944444,-74.53416667,Dover-Cheswold
DOX,AU,,,Dongara
DPE,FR,49.8825,1.085277778,Dieppe
DPG,US,40.19722222,-111.065,Dugway
DPK,US,,,Deer Park
DPL,PH,8.601111111,123.3430556,Dipolog
DPO,AU,-40.83027778,146.4302778,Devonport
DPS,ID,-7.2525,115.1691667,Denpasar
DPU,PG,,,Dumpu
DQA,CN,,,Daqing Shi
DRA,US,,,Mercury
DRB,AU,-16.63,123.6605556,Derby
DRC,AO,,,Dirico
DRE,US,,,Drummond Island
DRF,US,,,Drift River
DRG,US,,,Deering
DRH,ID,,,Dabra
DRI,US,30.83166667,-92.66027778,De Ridder
DRJ,SR,,,Drietabbetje
DRM,GR,,,Drama
DRN,AU,,,Dirranbandi
DRO,US,37.15138889,-106.2463889,Durango
DRR,AU,,,Durrie
DRS,DE,51.134344,13.768,Dresden
DRT,US,29.37416667,-99.07305556,Del Rio
DRU,US,,,Drummond
DRW,AU,-11.58527778,130.8766667,Darwin
DSC,CM,,,Dschang
DSD,GP,,,Desirade
DSE,ET,,,Dessie
DSG,PH,,,Dilasag
DSI,US,,,Destin
DSK,PK,31.90916667,70.89638889,Dera Ismail Khan
DSL,SL,,,Daru
DSM,US,41.53388889,-92.33694444,Des Moines
DSN,CN,,,Dongsheng
DSV,US,,,Dansville
DTA,US,39.38055556,-111.4925,Delta
DTD,ID,,,Datadawai
DTE,PH,,,Daet
DTH,US,,,Death Valley
DTL,US,46.825,-94.11444444,Detroit Lakes
DTM,DE,51.519444,7.615278,Dortmund
DTR,US,,,Decatur Island
DTT,US,42.207258,-83.356337,Detroit
DUA,US,33.94222222,-95.60555556,Durant
DUB,IE,53.421333,-6.270075,Dublin
DUC,US,34.47111111,-96.04027778,Duncan
DUD,NZ,-44.07194444,170.1983333,Dunedin
DUE,AO,,,Dundo
DUF,US,,,Duck
DUG,US,31.3425,-108.4936111,Douglas
DUI,DE,,,Duisburg
DUJ,US,41.17805556,-77.10138889,Dubois
DUK,ZA,,,Dukuduk
DUM,ID,1.61,101.4316667,Dumai
DUN,GL,,,Dundas
DUQ,CA,,,Duncan
DUR,ZA,-29.614444,31.116389,Durban
DUS,DE,51.280925,6.757311,Dusseldorf
DUT,US,53.9,-165.4566667,Dutch Harbor
DVA,RO,,,Deva
DVL,US,48.11444444,-97.09166667,Devils Lake
DVN,US,41.61027778,-89.41166667,Davenport
DVO,PH,7.125277778,125.6455556,Davao
DVP,AU,,,Davenport Downs
DVR,AU,,,Daly River
DWA,MW,,,Dwangwa
DWB,MG,-15.9,45.36666667,Soalala
DXA,FR,,,Deux Alpes
DXB,AE,25.252778,55.364444,Dubai
DXD,AU,,,Dixie
DXR,US,41.37138889,-72.51805556,Danbury
DYA,AU,-21.37777778,148.3638889,Dysart
DYG,CN,,,Dayong
DYL,US,,,Doylestown
DYM,AU,-13.62305556,-55.59944444,Diamantina Lake
DYR,RU,64.735,177.7383333,Anadyr
DYU,TJ,38.54333333,68.825,Dushanbe
DYW,AU,,,Daly Waters
DZA,YT,-11.19333333,45.28055556,Dzaoudzi
DZI,CO,,,Codazzi
DZN,KZ,47.70888889,67.73916667,Dzhezkazgan
DZO,UY,-32.64361111,-55.50388889,Durazno
DZU,CN,,,Dazu
EAA,US,64.77805556,-140.8505556,Eagle
EAB,YE,16.00833333,43.17777778,Abbse
EAE,VU,,,Emae
EAM,SA,17.61138889,44.41888889,Nejran
EAN,US,42.05527778,-103.0713889,Wheatland
EAR,US,40.72694444,-98.99333333,Kearney
EAS,ES,43.35638889,-0.209444444,San Sebastian
EAT,US,47.39805556,-119.7944444,Wenatchee
EAU,US,44.86555556,-90.51583333,Eau Clair
EBA,IT,42.76111111,10.23972222,Elba Island
EBB,UG,0.0425,32.443611,Entebbe
EBD,SD,13.15277778,30.2325,El Obeid
EBG,CO,7.595,-73.19111111,El Bagre
EBJ,DK,55.52583333,8.553333333,Esbjerg
EBL,IQ,36.237611,43.963158,Erbil
EBM,TN,31.70277778,9.2575,El-Borma
EBN,MH,,,Ebadon
EBO,MH,,,Ebon
EBS,US,42.43638889,-92.13111111,Webster City
EBU,FR,45.53388889,4.297222222,Saint Etienne
EBW,CM,2.85,11.18333333,Ebolowa
ECA,US,,,East Tawas
ECG,US,36.26055556,-75.82555556,Elizabeth City
ECH,AU,,,Echuca
ECN,CY,35.14888889,33.49972222,Ercan
ECO,CO,,,El Encanto
ECP,US,,,Panama City
ECR,CO,,,El Charco
ECS,US,43.88527778,-103.6822222,Newcastle
EDA,US,,,Edna Bay
EDB,SD,,,Eldebba
EDD,AU,,,Erldunda
EDE,US,36.0275,-75.43305556,Edenton
EDG,US,39.39194444,-75.70916667,Edgewood
EDI,GB,55.95,-3.3725,Edinburgh
EDK,US,,,El Dorado
EDL,KE,0.404444444,35.23888889,Eldoret
EDM,FR,46.70222222,-0.618333333,La Roche Les Ajoncs
EDO,TR,,,Edremit
EDQ,HN,,,Erandique
EDR,AU,,,Edward River
EED,US,34.76611111,-113.3769444,Needles
EEK,US,60.21361111,-161.9561111,Eek
EEN,US,42.89833333,-71.72944444,Keene
EFB,US,,,Eight Fathom Bight
EFG,PG,,,Efogi
EFK,US,44.88861111,-71.77111111,Newport
EFL,GR,38.12,20.50055556,Kefallinia
EFO,US,,,East Forks
EFW,US,,,Jefferson
EGA,PG,,,Engati
EGC,FR,44.82416667,0.520555556,Bergerac
EGE,US,39.6425,-105.0841667,Vail/ Eagle County
EGL,ET,,,Neghelli
EGM,SB,,,Sege
EGN,SD,13.48333333,22.4725,Geneina
EGO,RU,50.64333333,36.59166667,Belgorod
EGP,US,,,Eagle Pass
EGS,IS,65.28333333,-13.59861111,Egilsstadir
EGV,US,45.93222222,-88.73194444,Eagle River
EGX,US,,,Egegik
EHL,AR,-40.03333333,-70.48333333,El Bolson
EHM,US,,,Cape Newenham
EHT,US,,,East Hartford
EIA,PG,,,Eia
EIE,RU,,,Eniseysk
EIH,AU,,,Einasleigh
EIN,NL,51.45,5.374444444,Eindhoven
EIS,VG,18.44555556,-63.45833333,Beef Island
EIY,IL,,,Ein Yahav
EIZ,DE,,,Eisenach
EJA,CO,7.024166667,-72.19333333,Barrancabermeja
EJH,SA,26.19833333,36.47583333,Wedjh
EJQ,CN,,,Shiyan
EKA,US,,,Eureka
EKB,KZ,,,Ekibastuz
EKD,AU,,,Elkedra
EKE,GY,,,Ekereku
EKI,US,,,Elkhart
EKN,US,38.88944444,-78.14305556,Elkins
EKO,US,40.82472222,-114.2083333,Elko
EKT,SE,59.35222222,16.70833333,Eskilstuna
EKX,US,37.68583333,-84.075,Elizabethtown
ELA,US,29.60055556,-95.67805556,Eagle Lake
ELB,CO,9.044444444,-72.02666667,El Banco
ELC,AU,-11.98,135.57,Elcho Island
ELD,US,33.22083333,-91.18694444,El Dorado
ELE,PA,,,El Real
ELF,SD,13.61472222,25.32444444,El Fasher
ELG,DZ,30.56888889,2.864722222,El Golea
ELH,BS,25.47555556,-75.31888889,North Eleuthera
ELI,US,64.61472222,-161.7297222,Elim
ELJ,CO,,,El Recreo
ELK,US,35.43055556,-98.60583333,Elk City
ELL,ZA,,,Ellisras
ELM,US,42.15972222,-75.10861111,Elmira/Corning
ELN,US,47.03277778,-119.4694444,Ellensburg
ELO,AR,-25.6,-53.43333333,Eldorado
ELP,US,31.80722222,-105.6225,El Paso
ELQ,SA,26.30277778,43.77388889,Gassim
ELR,ID,,,Elelim
ELS,ZA,-33.035,27.821111,East London
ELT,EG,28.21666667,33.635,Tour Sinai
ELU,DZ,33.51305556,6.7825,El Oued
ELV,US,,,Elfin Cove
ELW,US,,,Ellamar
ELY,US,39.29944444,-113.1583333,Ely
ELZ,US,42.10944444,-76.01027778,Wellsville
EMA,GB,52.83111111,-0.671944444,East Midlands
EMD,AU,-22.4325,148.1791667,Emerald
EME,DE,53.39083333,7.225555556,Emden
EMG,ZA,,,Empangeni
EMI,PG,,,Emirau
EMK,US,,,Emmonak
EMM,US,41.82388889,-109.4430556,Kemmerer
EMN,MR,16.62194444,-6.685555556,Nema
EMO,PG,,,Emo
EMP,US,38.33055556,-95.81027778,Emporia
EMS,PG,,,Embessa
EMT,US,,,El Monte
EMX,AR,-41.96666667,-70.85,El Maiten
EMY,EG,,,El Minya
ENA,US,60.57305556,-150.7552778,Kenai
ENB,AU,,,Eneabba
ENE,ID,,,Ende
ENF,FI,68.36444444,23.4275,Enontekio
ENH,CN,,,Enshi
ENI,PH,,,El Nido
ENJ,GT,,,El Naranjo
ENK,GB,54.39861111,-6.348055556,Enniskillen
ENL,US,38.515,-88.90888889,Centralia
ENN,US,64.54722222,-148.9261111,Nenana
ENO,PY,-26.7,-54.08333333,Encarnacion
ENS,NL,52.27583333,6.889166667,Enschede
ENT,MH,,,Eniwetok Island
ENU,NG,6.474166667,7.561666667,Enugu
ENV,US,40.71861111,-113.9691667,Wendover
ENW,US,42.59555556,-86.07222222,Kenosha
ENY,CN,36.63833333,109.555,Yan'An
EOI,GB,,,Eday
EOK,US,40.45972222,-90.57166667,Keokuk
EOR,VE,,,El Dorado
EOS,US,36.81055556,-93.60833333,Neosho
EOZ,VE,,,Elorza
EPG,US,,,Weeping Water
EPH,US,47.30805556,-118.4833333,Ephrata
EPI,VU,,,Epk
EPK,CY,,,Episkopi
EPL,FR,48.325,6.066666667,Epinal
EPN,CG,,,Epena
EPR,AU,-32.315,121.8233333,Esperance
EPT,PG,,,Eliptamin
EQS,AR,-41.09611111,-70.86444444,Esquel
ERA,SO,10.635,47.38333333,Erigavo
ERB,AU,,,Ernabella
ERC,TR,39.71305556,39.52055556,Erzincan
ERD,UA,46.815,36.75833333,Berdyansk
ERE,PG,,,Erave
ERF,DE,50.97972222,10.95805556,Erfurt
ERH,MA,31.94805556,-3.599444444,Errachidia
ERI,US,42.08194444,-79.82388889,Erie
ERM,BR,-26.34,-51.72388889,Erechim
ERN,BR,-5.3625,-68.11694444,Eirunepe
ERO,US,,,Eldred Rock
ERR,US,,,Errol
ERT,MN,,,Erdenet
ERU,PG,,,Erume
ERV,US,29.97666667,-98.91472222,Kerrville
ERZ,TR,39.95527778,41.16916667,Erzurum
ESA,PG,,,Esa'Ala
ESC,US,45.7225,-86.90638889,Escanaba
ESD,US,,,Eastsound
ESE,MX,31.79472222,-115.3991667,Ensenada
ESF,US,31.39472222,-91.70444444,Alexandria
ESG,PY,,,Mariscal Estigarriba
ESH,GB,50.83555556,-0.269444444,Shoreham By Sea
ESI,BR,,,Espinosa
ESK,TR,39.78222222,30.58277778,Eskisehir
ESL,RU,46.37333333,44.33166667,Elista
ESM,EC,0.978611111,-78.37333333,Esmeraldas
ESN,US,38.80416667,-75.93111111,Easton
ESO,US,,,Espanola
ESP,US,,,East Stroudsburg
ESR,CL,-25.69166667,-68.24833333,El Salvador
ESS,DE,51.40222222,6.937222222,Essen
EST,US,43.40722222,-93.25361111,Estherville
ESW,US,,,Easton
ETB,US,43.42194444,-87.87222222,West Bend
ETD,AU,,,Etadunna
ETE,ET,,,Genda Wuha
ETH,IL,29.55833333,34.95888889,Elat
ETN,US,32.41472222,-97.19055556,Eastland
ETS,US,,,Enterprise
ETZ,FR,48.97805556,6.246388889,Metz/Nancy
EUA,TO,,,Eua
EUC,AU,,,Eucla
EUE,US,,,Eureka
EUF,US,31.95111111,-84.87111111,Eufaula
EUG,US,44.12444444,-122.7880556,Eugene
EUM,DE,54.07861111,9.940277778,Neumuenster
EUN,MA,27.15166667,-12.78083333,Laayoune
EUO,CO,,,Paratebueno
EUX,AN,,,Saint Eustatius
EVA,US,,,Evadale
EVD,AU,,,Eva Downs
EVE,NO,16.678101,68.491302,"Harstad-Narvik, Evenes Airport"
EVG,SE,62.04777778,14.42416667,Sveg
EVH,AU,,,Evans Head
EVM,US,47.425,-91.50194444,Eveleth
EVN,AM,40.147222,44.395833,Yerevan
EVV,US,38.03833333,-86.46916667,Evansville
EVW,US,41.27472222,-110.9655556,Evanston
EVX,FR,49.02861111,1.22,Evreux
EWB,US,41.67638889,-69.04222222,New Bedford
EWE,ID,,,Ewer
EWI,ID,,,Enarotali
EWK,US,38.05805556,-96.72555556,Newton
EWN,US,35.07277778,-76.95722222,New Bern
EWO,CG,-0.883333333,14.8,Ewo
EWY,GB,,,Newbury
EXI,US,,,Excursion
EXM,AU,,,Exmouth Gulf
EXT,GB,50.73444444,-2.586111111,Exeter
EYL,ML,15.13333333,-9.433333333,Yelimane
EYP,CO,,,El Yopal
EYR,US,,,Yerington
EYS,KE,,,Eliye Springs
EYW,US,24.55611111,-80.24055556,Key West
EZS,TR,38.59777778,39.28138889,Elazig
FAA,GN,10.00583333,-9.24,Faranah
FAB,GB,51.27527778,-0.755833333,Farnborough
FAC,PF,,,Faaite Island
FAE,FO,62.06361111,-6.723055556,Faroe Islands
FAF,US,,,Fort Eustis
FAG,IS,,,Fagurholsmyri
FAH,AF,32.36305556,62.1675,Farah
FAI,US,64.815,-146.1436111,Fairbanks
FAJ,PR,,,Fajardo
FAK,US,,,False Island
FAL,US,,,Roma
FAM,US,37.76083333,-89.57138889,Farmington
FAN,NO,58.10027778,6.625,Farsund
FAO,PT,37.014425,-7.965911,Faro
FAR,US,46.92055556,-95.18444444,Fargo
FAS,IS,,,Faskrudsfjordur
FAT,US,36.77611111,-118.2819444,Fresno
FAV,PF,-15.9475,-144.3469444,Fakarava
FAY,US,34.99111111,-77.11972222,"Fayetteville, NC"
FBD,AF,37.12138889,70.51805556,Faizabad
FBE,BR,,,Francisco Beltrao
FBL,US,44.3275,-92.68944444,Faribault
FBM,CD,,,Lubumbashi
FBR,US,41.39333333,-109.5938889,Fort Bridger
FBY,US,,,Fairbury
FCA,US,48.31027778,-113.7441667,Kalispell
FCB,ZA,-27.175,27.90833333,Ficksburg
FCY,US,,,Forrest City
FDE,NO,61.39111111,5.756944444,Forde
FDF,MQ,14.59222222,-59.00361111,Fort De France
FDH,DE,47.671317,9.511486,Friedrichshafen
FDK,US,39.4175,-76.62583333,Frederick
FDR,US,34.35194444,-97.01611111,Frederick
FDU,ZR,-2.7,17.38333333,Bandundu
FDY,US,41.01194444,-82.33138889,Findlay
FEA,GB,,,Fetlar
FEB,NP,,,Sanfebagar
FEG,UZ,40.35833333,71.745,Fergana
FEK,CI,,,Ferkessedougou
FEL,DE,48.20944444,11.26777778,Fuerstenfeldbruck
FEN,BR,-2.145277778,-31.57166667,Fernando De Noronha
FEP,US,42.24611111,-88.41805556,Freeport
FER,KE,,,Fergusons Gulf
FET,US,41.44888889,-95.48,Fremont
FEZ,MA,33.92722222,-3.022222222,Fez
FFA,US,,,Kill Devil
FFD,GB,51.68194444,-0.21,Fairford
FFL,US,41.05555556,-90.01916667,Fairfield
FFM,US,46.28416667,-95.84333333,Fergus Falls
FFT,US,38.18194444,-83.09388889,Frankfort
FFU,CL,,,Futaleufu
FGD,MR,22.66666667,-11.26666667,F'Derik
FGL,NZ,,,Fox Glacier
FGU,PF,-14.18,-139.1141667,Fangatau
FHU,US,31.58833333,-109.6558333,Fort Huachuca/Sierra Vista
FHZ,PF,-14.00805556,-139.8352778,Fakahina
FIC,US,,,Fire Cove
FID,US,,,Fishers Island
FIE,GB,,,Fair Isle
FIG,GN,10.35166667,-12.59333333,Fria
FIH,CD,-4.38575,15.444569,Kinshasa
FIK,AU,,,Finke
FIL,US,,,Fillmore
FIN,PG,,,Finschhafen
FIV,US,,,Five Finger
FIZ,AU,-17.81833333,125.5583333,Fitzroy Crossing
FJR,AE,25.11222222,56.32416667,Al-Fujairah
FKB,DE,48.77916667,8.080277778,Karlsruhe
FKH,GB,,,Fakenham
FKI,ZR,0.481666667,25.33777778,Kisangani
FKJ,JP,36.14277778,136.2238889,Fukui
FKL,US,41.37777778,-78.13972222,Franklin
FKN,US,36.69805556,-75.09638889,Franklin
FKQ,ID,,,Fak Fak
FKS,JP,37.2275,140.4280556,Fukushima
FLA,CO,1.588888889,-74.43583333,Florencia
FLB,BR,-5.153888889,-42.92194444,Floriano
FLC,AU,,,Falls Creek
FLD,US,43.77111111,-87.51166667,Fond Du Lac
FLF,DE,54.77333333,9.378611111,Flensburg
FLG,US,35.14027778,-110.3308333,Flagstaff
FLH,GB,,,Flotta
FLI,IS,,,Flateyri
FLJ,US,,,Falls Bay
FLL,US,26.066812,-80.140428,Fort Lauderdale
FLM,PY,,,Filadelfia
FLN,BR,-27.670278,-48.5525,Florianopolis
FLO,US,34.18527778,-78.27611111,Florence
FLP,US,36.29083333,-91.41,Flippin
FLR,IT,43.81,11.203889,Florence
FLS,AU,-39.90861111,147.9927778,Flinders Island
FLT,US,,,Flat
FLW,PT,39.45805556,-30.86777778,Flores Island
FLY,AU,,,Finley
FMA,AR,-25.78722222,-57.77194444,Formosa
FMC,US,,,Five Mile
FME,US,,,Fort Meade
FMG,CR,,,Flamingo
FMH,US,41.65888889,-69.47722222,Falmouth
FMI,ZR,-4.124722222,29.24916667,Kalemie
FMM,DE,,,Memmingen
FMN,US,36.74111111,-107.7702778,Farmington
FMO,DE,52.134642,7.684831,Munster
FMS,US,,,Fort Madison
FMY,US,26.522381,-81.753723,Fort Myers
FNA,SL,8.616444,-13.195489,Freetown
FNC,PT,32.697889,-16.774453,Funchal
FNE,PG,,,Fane
FNG,BF,,,Fada N'Gourma
FNH,ET,9.583333333,37.35,Fincha
FNI,FR,43.75722222,4.416111111,Nimes
FNJ,KP,39.245,125.6758333,Pyongyang
FNK,US,,,Fin Creek
FNL,US,40.45166667,-104.9888889,Fort Collins
FNR,US,,,Funter Bay
FNT,US,42.96527778,-82.25638889,Flint
FOA,GB,,,Foula
FOB,US,,,Fort Bragg
FOC,CN,25.93333333,119.6616667,Fuzhou
FOD,US,42.55111111,-93.80833333,Fort Dodge
FOG,IT,41.43333333,15.53472222,Foggia
FOK,US,40.84361111,-71.36833333,Westhampton
FOM,CM,5.644166667,10.75638889,Foumban
FOO,ID,,,Numfoor
FOP,US,,,Forest Park
FOR,BR,-3.775833,-38.532222,Fortaleza
FOS,AU,,,Forrest
FOT,AU,40.55388889,-123.8675,Forster
FOU,GA,-0.716666667,10.61666667,Fougamou
FOX,US,,,Fox
FOY,LR,,,Foya
FPO,BS,26.55861111,-77.30472222,Freeport
FPR,US,27.49722222,-79.6275,Fort Pierce
FPY,US,,,Perry
FRA,DE,50.033333,8.570556,Frankfurt
FRB,AU,-32.63638889,147.935,Forbes
FRC,BR,-19.40972222,-46.6175,Franca
FRD,US,,,Friday Harbor
FRE,SB,,,Fera Island
FRG,US,40.72861111,-72.58666667,Farmingdale
FRH,US,38.50611111,-85.36305556,French Lick
FRI,US,39.0525,-95.23555556,Fort Riley
FRJ,FR,,,Frejus
FRK,SC,,,Fregate Island
FRL,IT,44.19555556,12.06972222,Forli
FRM,US,43.64388889,-93.58444444,Fairmont
FRO,NO,61.58361111,5.024722222,Floro
FRP,US,,,Fresh Water Bay
FRQ,PG,,,Feramin
FRR,US,,,Front Royal
FRS,GT,16.91888889,-88.12361111,Flores
FRT,CL,,,Frutillar
FRU,KG,43.06166667,74.47833333,Bishkek
FRW,BW,-20.83944444,27.48194444,Francistown
FRY,US,,,Fryeburg
FRZ,DE,51.11444444,9.285833333,Fritzlar
FSC,FR,41.50194444,9.096666667,Figari
FSD,US,43.58194444,-95.25833333,Sioux Falls
FSI,US,34.64972222,-97.59805556,Fort Sill
FSK,US,37.79833333,-93.23083333,Fort Scott
FSL,AU,,,Fossil Downs
FSM,US,35.33638889,-93.63277778,Fort Smith
FSN,US,,,Fort Sheridan
FSP,PM,46.76305556,-55.82583333,Saint Pierre
FST,US,30.915,-101.0872222,Fort Stockton
FSU,US,34.48333333,-103.7830556,Fort Sumner
FSZ,JP,40.73333333,140.6886111,Shizuoka
FTA,VU,,,Futuna Island
FTE,AR,-50.3402138,-72.27050780000002,El Calafate
FTI,AS,,,Fitiuta
FTK,US,37.90694444,-84.02805556,Fort Knox
FTL,US,,,Fortuna Ledge
FTU,MG,-24.96194444,46.95611111,Fort Dauphin
FTX,CG,-0.55,15.95,Owando
FUB,PG,,,Fulleborn
FUE,ES,28.45277778,-12.13611111,Fuerteventura
FUG,CN,,,Fuyang
FUJ,JP,32.66638889,128.8327778,Fukue
FUK,JP,33.58444444,130.4516667,Fukuoka
FUL,US,,,Fullerton
FUM,PG,,,Fuma
FUN,TV,-7.475,179.1955556,Funafuti
FUO,CN,,,Fuoshan
FUT,WF,-13.68861111,-177.9338889,Futuna
FWA,US,40.97833333,-84.805,"Fort Wayne, IN"
FWL,US,62.50638889,-152.1063889,Farewell
FWM,GB,,,Fort William
FXM,US,,,Flaxman Island
FXO,MZ,-13.185,36.53,Cuamba
FXY,US,43.23472222,-92.37611111,Forest City
FYM,US,35.05944444,-85.43611111,Fayetteville
FYN,CN,,,Fuyun
FYT,TD,17.91611111,19.10888889,Faya
FYU,US,66.57138889,-144.7497222,Fort Yukon
FYV,US,36.005,-93.83,"Fayetteville, AR"
FZO,GB,51.51944444,-1.409166667,Filton
GAA,CO,,,Guamal
GAB,US,,,Gabbs
GAC,HN,,,Gracias
GAD,US,33.9725,-85.91111111,Gadsden
GAE,TN,33.7325,9.916111111,Gabes
GAF,TN,34.41555556,8.813611111,Gafsa
GAG,US,36.29527778,-98.22361111,Gage
GAH,AU,-24.385,151.62,Gayndah
GAI,US,39.16833333,-76.83416667,Gaithersburg
GAJ,JP,38.41194444,140.3711111,Yamagata
GAK,US,,,Gakona
GAL,US,64.73611111,-155.0627778,Galena
GAM,US,63.76666667,-170.2672222,Gambell
GAO,CU,20.08527778,-74.84166667,Guantanamo
GAP,PG,,,Gusap
GAQ,ML,16.24833333,0.005833333,Gao
GAR,PG,,,Garaina
GAS,KE,,,Garissa
GAT,FR,,,Gap
GAU,IN,26.10472222,91.58527778,Guwahati
GAV,ID,,,Gag Island
GAW,MM,,,Gangaw
GAX,GA,,,Gamba
GAY,IN,24.74805556,84.9425,Gaya
GAZ,PG,,,Guasopa
GBA,VU,,,Big Bay
GBB,DZ,,,Gara Djebilet
GBC,PG,,,Gasuke
GBD,US,38.34416667,-97.14083333,Great Bend
GBE,BW,-23.44416667,25.91888889,Gaborone
GBF,PG,,,Negarbo
GBG,US,40.93777778,-89.56888889,Galesburg
GBH,US,68.47944444,-148.5102778,Galbraith
GBI,BS,,,Grand Bahama
GBJ,GP,15.86861111,-60.72777778,Marie Galante
GBK,SL,,,Gbangbatok
GBL,AU,,,Goulburn Island
GBM,SO,,,Garbaharey
GBP,AU,,,Gamboola
GBR,US,42.18416667,-72.59694444,Great Barrington
GBS,NZ,,,Port Fitzroy
GBU,SD,,,Khashm El Girba
GBV,AU,,,Gibb River
GBZ,NZ,,,Great Barrier
GCA,CO,,,Guacamaya
GCC,US,44.34888889,-104.4608333,Gillette
GCI,GB,49.435,-1.398055556,Guernsey
GCK,US,37.9275,-99.27583333,Garden City
GCM,KY,19.29222222,-80.64083333,Grand Cayman
GCN,US,35.95222222,-111.8530556,Grand Canyon
GCY,US,36.19277778,-81.185,Greenville
GDA,CF,,,Gounda
GDD,AU,,,Gordon Downs
GDE,ET,,,Gode
GDG,RU,,,Magdagachi
GDH,US,,,Golden Horn
GDI,CF,,,Gordil
GDJ,ZR,,,Gandajika
GDL,MX,20.5218,-103.311167,Guadalajara
GDM,US,42.54972222,-71.98416667,Gardner
GDN,PL,54.3775,18.466111,Gdansk
GDO,VE,7.210833333,-69.24361111,Guasdualito
GDP,BR,-5.217777778,-42.41777778,Guadalupe
GDQ,ET,12.53222222,37.43166667,Gondar
GDT,TC,21.44444444,-70.85777778,Grand Turk
GDV,US,47.13861111,-103.1930556,Glendive
GDW,US,43.97055556,-83.52527778,Gladwin
GDX,RU,59.91,150.7183333,Magadan
GDZ,RU,44.58166667,38.01333333,Gelendzik
GEB,ID,,,Gebe
GEC,CY,35.23333333,33.73277778,Gecitkale
GED,US,38.68777778,-74.64166667,Georgetown
GEE,AU,,,George Town
GEF,SB,,,Geva
GEG,US,47.61888889,-116.465,Spokane
GEI,PG,,,Green Islands
GEK,US,,,Ganes Creek
GEL,BR,-27.71777778,-53.83111111,Santo Angelo
GEO,GY,6.498888889,-57.74583333,Georgetown
GER,CU,21.83472222,-81.21611111,Nueva Gerona
GES,PH,6.058055556,125.0961111,General Santos
GET,AU,-27.20388889,114.7075,Geraldton
GEV,SE,67.13305556,20.81222222,Gallivare
GEW,PG,,,Gewoya
GEX,AU,,,Geelong
GEY,US,44.51666667,-107.9172222,Greybull
GFB,US,,,Togiak Fish
GFD,US,,,Greenfield
GFE,AU,,,Grenfell
GFF,AU,-33.75,146.0666667,Griffith
GFK,US,47.94722222,-96.82638889,Grand Forks
GFL,US,43.34111111,-72.38972222,Glens Falls
